movieId,title,genres,rating
961,Little Lord Fauntleroy (1936),Drama,4.0
963,"Inspector General, The (1949)",Musical,3.0
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,3.5
976,"Farewell to Arms, A (1932)",Romance|War,3.0
979,Nothing Personal (1995),Drama|War,3.0
982,Picnic (1955),Drama,3.0
987,Bliss (1997),Drama|Romance,3.0
993,Infinity (1996),Drama,3.0
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,3.0
1040,"Secret Agent, The (1996)",Drama,3.0
1053,Normal Life (1996),Crime|Drama|Romance,3.0
1054,Get on the Bus (1996),Drama,2.0
1068,Crossfire (1947),Crime|Film-Noir,3.5
1076,"Innocents, The (1961)",Drama|Horror|Thriller,0.0
1114,"Funeral, The (1996)",Crime|Drama,3.0
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,4.0
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,3.5
1119,Drunks (1995),Drama,3.0
1121,Glory Daze (1995),Drama,4.0
1137,Hustler White (1996),Romance,4.0
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,5.0
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,4.0
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,3.5
1162,"Ruling Class, The (1972)",Comedy|Drama,3.0
1163,Mina Tannenbaum (1994),Drama,1.0
1180,Hear My Song (1991),Comedy,3.0
1310,Hype! (1996),Documentary,5.0
1318,Blue Juice (1995),Comedy|Drama,2.0
1331,Audrey Rose (1977),Horror,2.0
1335,Blood Beach (1981),Horror|Mystery,1.0
1336,Body Parts (1991),Horror|Thriller,1.0
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,4.5
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,5.0
1398,In Love and War (1996),Romance|War,2.5
1412,Some Mother's Son (1996),Drama,3.5
1423,Hearts and Minds (1996),Drama,4.0
1426,Zeus and Roxanne (1997),Children,1.0
1427,Turbulence (1997),Action|Thriller,1.0
1456,"Pest, The (1997)",Comedy,2.0
1458,Touch (1997),Drama|Fantasy|Romance,4.0
1473,Best Men (1997),Action|Comedy|Crime|Drama,4.0
1475,Kama Sutra: A Tale of Love (1996),Romance,4.0
1477,Love Jones (1997),Romance,4.0
1493,Love and Other Catastrophes (1996),Romance,3.5
1496,Anna Karenina (1997),Drama|Romance,4.0
1507,Paradise Road (1997),Drama|War,3.5
1514,Temptress Moon (Feng Yue) (1996),Romance,3.0
1516,Children of the Revolution (1996),Comedy,3.0
1519,Broken English (1996),Drama,1.0
1546,Schizopolis (1996),Comedy,3.5
1549,Rough Magic (1995),Drama|Romance,4.0
1565,Head Above Water (1996),Comedy|Thriller,4.0
1574,Fall (1997),Romance,1.0
1585,Love Serenade (1996),Comedy,3.0
1613,Star Maps (1997),Drama,4.0
1631,"Assignment, The (1997)",Action|Thriller,5.0
1652,Year of the Horse (1997),Documentary,4.5
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,3.5
1655,Phantoms (1998),Drama|Horror|Thriller,4.0
1656,Swept from the Sea (1997),Drama|Romance,4.0
1659,Hurricane Streets (1997),Drama,4.0
1660,Eve's Bayou (1997),Drama,3.0
1661,Switchback (1997),Crime|Mystery|Thriller,3.0
1671,Deceiver (1997),Crime|Drama|Thriller,3.0
1675,Incognito (1997),Crime|Thriller,3.5
1677,Critical Care (1997),Comedy|Drama,2.0
1679,Chairman of the Board (1998),Comedy,2.0
1685,"I Love You, I Love You Not (1996)",Drama|Romance,3.0
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,4.0
1746,Senseless (1998),Comedy,2.0
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,2.0
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,5.0
1771,Night Flier (1997),Horror,4.0
1794,Love and Death on Long Island (1997),Comedy|Drama,3.0
1807,"Cool, Dry Place, A (1998)",Drama,3.0
1824,Homegrown (1998),Comedy|Thriller,1.0
1825,The Players Club (1998),Comedy|Drama,3.5
1826,Barney's Great Adventure (1998),Adventure|Children,2.0
1839,My Giant (1998),Comedy,3.0
1841,"Gingerbread Man, The (1998)",Drama|Thriller,3.0
1857,"Real Blonde, The (1997)",Comedy,3.5
1867,Tarzan and the Lost City (1998),Action|Adventure,2.0
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,3.0
1891,"Ugly, The (1997)",Horror|Thriller,2.0
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,4.5
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,4.0
1902,Dream for an Insomniac (1996),Drama|Romance,4.0
1926,"Broadway Melody, The (1929)",Musical,3.0
1928,Cimarron (1931),Drama|Western,3.5
1932,"Great Ziegfeld, The (1936)",Drama|Musical,3.5
1933,"Life of Emile Zola, The (1937)",Drama,3.0
1940,Gentleman's Agreement (1947),Drama,4.0
1980,Friday the 13th Part VII: The New Blood (1988),Horror,2.0
1985,Halloween 4: The Return of Michael Myers (1988),Horror,2.0
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,4.0
2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,3.0
2032,"Barefoot Executive, The (1971)",Children|Comedy,2.0
2037,Candleshoe (1977),Adventure|Children|Comedy,4.0
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,3.0
2056,In Search of the Castaways (1962),Adventure|Children,3.0
2075,Mephisto (1981),Drama|War,5.0
2104,Tex (1982),Drama,4.0
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,4.0
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,1.0
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,3.0
2175,Déjà Vu (1997),Drama|Romance,4.5
2179,Topaz (1969),Thriller,3.0
2180,Torn Curtain (1966),Thriller,3.5
2190,Why Do Fools Fall In Love? (1998),Drama,2.0
2196,Knock Off (1998),Action,5.0
2207,Jamaica Inn (1939),Drama,3.0
2211,Secret Agent (1936),Thriller,3.0
2226,"Ring, The (1927)",Drama,1.0
2257,No Small Affair (1984),Comedy|Romance,4.0
2281,Monument Ave. (1998),Action|Crime|Drama,2.5
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,2.0
2292,Overnight Delivery (1998),Comedy|Romance,2.5
2298,Strangeland (1998),Thriller,4.0
2304,Love Is the Devil (1998),Drama,4.0
2307,One Tough Cop (1998),Action|Crime,3.0
2339,I'll Be Home For Christmas (1998),Comedy|Romance,1.5
2358,Savior (1998),Drama|War,4.0
2362,Glen or Glenda (1953),Drama,4.0
2368,King Kong Lives (1986),Adventure|Sci-Fi,2.0
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,3.0
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,4.0
2415,Violets Are Blue... (1986),Drama|Romance,3.0
2417,Heartburn (1986),Comedy|Drama,1.0
2435,Hurlyburly (1998),Drama,4.0
2451,"Gate, The (1987)",Horror,3.0
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,3.0
2481,My Name Is Joe (1998),Drama|Romance,4.0
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,3.5
2493,"Harmonists, The (1997)",Drama,4.0
2503,"Apple, The (Sib) (1998)",Drama,4.0
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,5.0
2516,Children of the Corn III (1994),Horror,1.0
2538,Dancemaker (1998),Documentary,1.0
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,3.0
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,4.5
2559,"King and I, The (1999)",Animation|Children,3.0
2573,Tango (1998),Drama|Musical,1.0
2577,Metroland (1997),Comedy|Drama,3.0
2589,Friends & Lovers (1999),Comedy|Drama|Romance,3.5
2590,Hideous Kinky (1998),Drama,2.5
2609,"King of Masks, The (Bian Lian) (1996)",Drama,4.0
2611,"Winslow Boy, The (1999)",Drama,3.0
2612,Mildred Pierce (1945),Drama|Film-Noir,4.0
2620,This Is My Father (1998),Drama|Romance,3.0
2623,Trippin' (1999),Comedy,1.0
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,4.0
2651,Frankenstein Meets the Wolf Man (1943),Horror,1.0
2652,"Curse of Frankenstein, The (1957)",Horror,3.0
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,2.0
2656,Tarantula (1955),Horror|Sci-Fi,3.0
2659,It Came from Hollywood (1982),Comedy|Documentary,2.0
2661,It Came from Outer Space (1953),Sci-Fi,3.0
2665,Earth vs. the Flying Saucers (1956),Sci-Fi,1.0
2695,"Boys, The (1998)",Drama,2.0
2697,My Son the Fanatic (1997),Comedy|Drama|Romance,3.5
2698,Zone 39 (1997),Sci-Fi,2.0
2725,Twin Falls Idaho (1999),Drama,2.0
2727,Killer's Kiss (1955),Crime|Film-Noir,3.0
2737,Assassination (1987),Action|Drama|Thriller,4.0
2738,Crimes of the Heart (1986),Comedy|Drama,4.0
2740,"Kindred, The (1986)",Horror|Sci-Fi,1.0
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,1.0
2743,Native Son (1986),Drama,3.0
2744,Otello (1986),Drama,4.0
2751,From the Hip (1987),Comedy|Drama,4.0
2754,Deadtime Stories (1987),Horror,1.0
2757,Frances (1982),Drama,3.5
2765,"Acid House, The (1998)",Comedy|Drama,3.5
2774,Better Than Chocolate (1999),Comedy|Romance,3.0
2775,Head On (1998),Drama,1.0
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,2.5
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,4.5
2812,In Too Deep (1999),Action|Thriller,3.0
2813,"Source, The (1999)",Documentary,1.0
2820,Hamlet (1964),Drama,4.0
2824,On the Ropes (1999),Documentary|Drama,5.0
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,1.0
2837,Bedrooms & Hallways (1998),Comedy|Romance,3.0
2839,West Beirut (West Beyrouth) (1998),Drama,4.0
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,4.0
2852,"Soldier's Story, A (1984)",Drama,4.0
2856,I Saw What You Did (1965),Thriller,3.0
2862,Caligula (1979),Drama,1.0
2865,Sugar Town (1999),Comedy,4.0
2876,Thumbelina (1994),Animation|Children|Fantasy,2.0
2884,Dog Park (1998),Comedy|Romance,2.0
2885,Guinevere (1999),Drama|Romance,2.0
2887,Simon Sez (1999),Action|Comedy,1.0
2892,New Rose Hotel (1998),Action|Drama,1.0
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,3.0
2894,Romance (1999),Drama|Romance,4.0
2896,Alvarez Kelly (1966),Western,3.0
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,4.0
2898,"Dark Half, The (1993)",Horror|Mystery,2.0
2930,Return with Honor (1998),Documentary,3.5
2939,Niagara (1953),Drama|Thriller,0.0
2964,Julien Donkey-Boy (1999),Drama,1.0
2965,"Omega Code, The (1999)",Action,2.0
2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,5.0
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,5.0
2974,Bats (1999),Horror|Thriller,2.5
2975,"Best Man, The (1999)",Comedy|Drama,3.0
2979,Body Shots (1999),Drama,3.0
2982,"Guardian, The (1990)",Horror|Thriller,2.0
2983,"Ipcress File, The (1965)",Thriller,4.0
2984,On Any Sunday (1971),Documentary,4.5
2992,Rawhead Rex (1986),Horror|Thriller,3.5
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,4.0
3008,Last Night (1998),Drama|Sci-Fi,4.0
3010,Rosetta (1999),Drama,4.0
3013,Bride of Re-Animator (1990),Comedy|Horror,4.0
3014,Bustin' Loose (1981),Comedy,2.0
3021,"Funhouse, The (1981)",Horror,2.0
3043,Meatballs 4 (1992),Comedy,1.0
3056,Oxygen (1999),Crime|Drama|Thriller,4.0
3057,Where's Marlowe? (1998),Comedy,4.0
3073,"Sandpiper, The (1965)",Drama|Romance,5.0
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,5.0
3096,My Man Godfrey (1957),Comedy,5.0
3106,Come See the Paradise (1990),Drama|Romance,1.0
3112,'night Mother (1986),Drama,3.0
3125,"End of the Affair, The (1999)",Drama,4.0
3132,Daddy Long Legs (1919),Comedy|Drama,2.0
3143,Hell in the Pacific (1968),Drama|War,3.0
3162,Simpatico (1999),Comedy|Drama,3.0
3171,Room at the Top (1959),Drama,4.0
3183,"Third Miracle, The (1999)",Drama,3.0
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,3.0
3276,Gun Shy (2000),Comedy,1.0
3280,"Baby, The (1973)",Horror,1.5
3281,"Brandon Teena Story, The (1998)",Documentary,2.0
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,3.0
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,4.5
3294,Eaten Alive (1977),Horror,1.5
3295,Raining Stones (1993),Drama,4.0
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,5.0
3315,Happy Go Lovely (1951),Musical,4.5
3323,Chain of Fools (2000),Comedy|Crime,4.0
3329,The Year My Voice Broke (1987),Drama|Romance,4.0
3331,My Tutor (1983),Drama,2.0
3338,For All Mankind (1989),Documentary,0.0
3344,Blood Feast (1963),Horror,4.0
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,3.0
3353,"Closer You Get, The (2000)",Comedy|Romance,4.5
3357,East-West (Est-ouest) (1999),Drama|Romance,4.0
3374,Daughters of the Dust (1991),Drama,4.0
3378,"Ogre, The (Unhold, Der) (1996)",Drama,4.0
3379,On the Beach (1959),Drama,4.5
3389,Let's Get Harry (1986),Action|Adventure,2.0
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,2.0
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,3.0
3403,Raise the Titanic (1980),Drama|Thriller,4.0
3405,"Night to Remember, A (1958)",Action|Drama,3.0
3410,Soft Fruit (1999),Comedy|Drama,4.0
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,4.0
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,3.0
3428,"Champ, The (1979)",Drama,3.0
3433,Death Wish 4: The Crackdown (1987),Action|Drama,1.0
3434,Death Wish 5: The Face of Death (1994),Action|Drama,1.0
3442,Band of the Hand (1986),Action|Crime|Drama,1.0
3449,"Good Mother, The (1988)",Drama,4.0
3455,Buddy Boy (1999),Drama|Thriller,2.5
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,0.0
3459,Gothic (1986),Drama|Horror,4.0
3474,Retroactive (1997),Sci-Fi|Thriller,4.0
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,4.0
3496,Madame Sousatzka (1988),Drama,5.0
3514,Joe Gould's Secret (2000),Drama,3.0
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,5.0
3567,Bossa Nova (2000),Comedy|Drama|Romance,5.0
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,4.0
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,1.0
3586,The Idolmaker (1980),Drama|Romance,4.0
3590,"Lords of Flatbush, The (1974)",Comedy|Drama,2.0
3592,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,4.5
3596,Screwed (2000),Comedy,1.0
3604,Gypsy (1962),Musical,0.5
3609,Regret to Inform (1998),Documentary,3.5
3619,"Hollywood Knights, The (1980)",Comedy,2.0
3622,"Twelve Chairs, The (1970)",Comedy,3.0
3625,Better Living Through Circuitry (1999),Documentary,2.0
3634,Seven Days in May (1964),Thriller,4.0
3637,Vagabond (Sans toit ni loi) (1985),Drama,5.0
3640,"King in New York, A (1957)",Comedy|Drama,4.0
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,4.0
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,3.0
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,3.0
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,3.0
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,2.0
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,2.0
3667,Rent-A-Cop (1988),Action|Comedy|Crime,1.0
3669,Stay Tuned (1992),Comedy,2.5
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,4.0
3678,"Man with the Golden Arm, The (1955)",Drama,5.0
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,3.0
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,5.0
3691,Private School (1983),Comedy,3.0
3692,Class of Nuke 'Em High (1986),Comedy|Horror,3.0
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,2.5
3709,Sleepwalkers (1992),Horror,2.0
3711,Sarafina! (1992),Drama,4.0
3713,"Long Walk Home, The (1990)",Drama,4.0
3714,Clara's Heart (1988),Drama,2.5
3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,1.0
3720,Sunshine (1999),Drama,4.0
3731,Cutter's Way (1981),Drama|Thriller,3.0
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,3.0
3737,Lonely Are the Brave (1962),Drama|Western,4.0
3739,Trouble in Paradise (1932),Comedy|Romance,3.5
3756,"Golden Bowl, The (2000)",Drama,4.0
3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,4.0
3789,"Pawnbroker, The (1964)",Drama,3.5
3792,Duel in the Sun (1946),Drama|Romance|Western,5.0
3795,"Five Senses, The (1999)",Drama,5.0
3806,Mackenna's Gold (1969),Western,3.0
3807,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,3.0
3808,"Two Women (Ciociara, La) (1960)",Drama|War,4.0
3816,"Official Story, The (La historia oficial) (1985)",Drama,4.0
3832,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,4.0
3838,Phantasm III: Lord of the Dead (1994),Horror,2.0
3845,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,4.0
3847,"Ilsa, She Wolf of the SS (1974)",Horror,2.0
3851,I'm the One That I Want (2000),Comedy,5.0
3857,Bless the Child (2000),Thriller,4.0
3870,Our Town (1940),Drama,3.0
3872,"Suddenly, Last Summer (1959)",Drama,3.5
3888,Skipped Parts (2000),Drama|Romance,4.0
3894,Solas (1999),Drama,4.0
3895,"Watcher, The (2000)",Crime|Thriller,1.5
3899,Circus (2000),Crime|Drama|Thriller,1.0
3900,Crime and Punishment in Suburbia (2000),Comedy|Drama,4.0
3914,"Broken Hearts Club, The (2000)",Drama,4.0
3919,Hellraiser III: Hell on Earth (1992),Horror,2.5
3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance,4.0
3922,Bikini Beach (1964),Comedy,1.0
3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,3.0
3933,"Killer Shrews, The (1959)",Horror|Sci-Fi,0.5
3939,Slumber Party Massacre II (1987),Horror,5.0
3940,Slumber Party Massacre III (1990),Horror,5.0
3941,Sorority House Massacre (1986),Horror,5.0
3942,Sorority House Massacre II (1990),Horror,5.0
3945,Digimon: The Movie (2000),Adventure|Animation|Children,3.0
3951,Two Family House (2000),Drama,5.0
3958,Billy Jack Goes to Washington (1977),Drama,2.0
3962,Ghoulies II (1987),Comedy|Horror,1.5
3965,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir,3.5
3974,"Little Vampire, The (2000)",Adventure|Children,3.0
4032,"Everlasting Piece, An (2000)",Comedy,4.0
4046,Friendly Persuasion (1956),Drama,4.0
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi,0.5
4064,Coffy (1973),Action|Crime|Thriller,3.5
4065,Foxy Brown (1974),Action|Crime|Drama,2.5
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama,3.0
4078,Amazing Grace and Chuck (1987),Drama,4.0
4083,Best Seller (1987),Thriller,4.0
4089,Born in East L.A. (1987),Comedy,2.0
4093,Cop (1988),Thriller,1.5
4110,"Fourth Protocol, The (1987)",Thriller,3.0
4111,Gardens of Stone (1987),Drama|War,3.0
4115,Hiding Out (1987),Comedy,2.0
4116,Hollywood Shuffle (1987),Comedy,5.0
4123,Ishtar (1987),Comedy,2.0
4129,Made in Heaven (1987),Fantasy|Romance,1.0
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror,5.0
4139,No Man's Land (1987),Crime|Drama,3.0
4143,Valentine (2001),Horror|Mystery,3.5
4156,Company Man (2000),Comedy,2.0
4157,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance,4.5
4171,Long Night's Journey Into Day (2000),Documentary,4.0
4174,Avalon (1990),Drama,3.0
4180,Reform School Girls (1986),Action|Drama,5.0
4181,Tapeheads (1988),Comedy,2.0
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,4.0
4189,"Greatest Story Ever Told, The (1965)",Drama,2.5
4194,I Know Where I'm Going! (1945),Drama|Romance|War,0.0
4197,Real Life (1979),Comedy,3.0
4198,Battle Beyond the Stars (1980),Sci-Fi,3.0
4202,Fuzz (1972),Drama,3.0
4204,Losin' It (1983),Comedy,1.0
4212,Death on the Nile (1978),Crime|Mystery,3.0
4218,River's Edge (1986),Crime|Drama,3.5
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,3.5
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,4.0
4240,Just Visiting (2001),Comedy|Fantasy,2.0
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,2.0
4243,Brigham City (2001),Crime|Drama|Mystery,4.0
4251,Chopper (2000),Drama|Thriller,2.0
4260,"Visit, The (2000)",Drama,2.0
4282,Fellini Satyricon (1969),Drama|Fantasy,3.5
4284,Frankie and Johnny (1966),Comedy,3.0
4290,For the Boys (1991),Comedy|Drama|Musical,2.0
4307,"Fast Food, Fast Women (2000)",Comedy|Romance,4.5
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,4.0
4325,"Night, The (Notte, La) (1960)",Drama,4.0
4338,Twelve O'Clock High (1949),Drama|War,4.5
4342,Big Eden (2000),Drama|Romance,4.5
4353,Uncommon Valor (1983),Action|War,3.0
4354,Unlawful Entry (1992),Crime|Thriller,2.5
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,4.5
4371,Baby Boy (2001),Crime|Drama,0.5
4374,Let It Snow (1999),Comedy|Romance,4.5
4384,Lumumba (2000),Drama,3.0
4393,Another Woman (1988),Drama,4.5
